student_id,company_name,tech_skills_count,tech_skills_percentage,soft_skills_count,soft_skills_percentage,eligible,readiness_score,prediction
2902,tcs,1,33.33,1,33.33,1,65.13,Medium
2903,tcs,2,66.67,1,33.33,1,70.3,Medium
2904,tcs,1,33.33,2,66.67,1,65.7,Medium
2906,tcs,1,33.33,1,33.33,1,67.53,Medium
2907,tcs,1,33.33,2,66.67,1,68.9,Medium
2910,tcs,1,33.33,1,33.33,1,66.33,Medium
2912,tcs,1,33.33,2,66.67,1,68.9,Medium
2914,tcs,2,66.67,1,33.33,1,68.5,Medium
2915,tcs,1,33.33,1,33.33,1,64.33,Medium
2916,tcs,1,33.33,2,66.67,1,65.1,Medium
2917,tcs,1,33.33,1,33.33,1,65.93,Medium
2918,tcs,2,66.67,2,66.67,1,71.67,Medium
2919,tcs,1,33.33,2,66.67,1,65.9,Medium
2920,tcs,1,33.33,2,66.67,1,71.9,Medium
2921,tcs,1,33.33,2,66.67,1,64.7,Medium
2923,tcs,1,33.33,2,66.67,1,70.9,Medium
2925,tcs,1,33.33,2,66.67,1,65.9,Medium
2927,tcs,1,33.33,2,66.67,1,70.9,Medium
2928,tcs,1,33.33,2,66.67,1,68.9,Medium
2930,tcs,1,33.33,2,66.67,1,66.1,Medium
2931,tcs,1,33.33,2,66.67,1,68.5,Medium
2933,tcs,1,33.33,2,66.67,1,67.5,Medium
2936,tcs,1,33.33,1,33.33,1,65.33,Medium
2938,tcs,1,33.33,1,33.33,1,68.73,Medium
2939,tcs,1,33.33,1,33.33,1,64.93,Medium
2940,tcs,1,33.33,2,66.67,1,64.1,Medium
2941,tcs,2,66.67,2,66.67,1,70.27,Medium
2942,tcs,1,33.33,2,66.67,1,68.5,Medium
2944,tcs,1,33.33,1,33.33,1,66.93,Medium
2946,tcs,1,33.33,2,66.67,1,68.9,Medium
2947,tcs,2,66.67,2,66.67,1,80.87,High
2949,tcs,2,66.67,2,66.67,1,71.67,Medium
2950,tcs,1,33.33,2,66.67,1,64.5,Medium
2951,tcs,1,33.33,1,33.33,1,63.53,Medium
2952,tcs,1,33.33,2,66.67,1,67.7,Medium
2956,tcs,1,33.33,1,33.33,1,63.93,Medium
2960,tcs,1,33.33,2,66.67,1,68.5,Medium
2961,tcs,1,33.33,1,33.33,1,60.73,Medium
2962,tcs,1,33.33,2,66.67,1,65.1,Medium
2963,tcs,1,33.33,2,66.67,1,64.3,Medium
2964,tcs,1,33.33,2,66.67,1,65.3,Medium
2965,tcs,1,33.33,2,66.67,1,67.1,Medium
2966,tcs,1,33.33,1,33.33,1,65.13,Medium
2971,tcs,1,33.33,2,66.67,1,71.7,Medium
2973,tcs,1,33.33,2,66.67,1,68.5,Medium
2974,tcs,1,33.33,1,33.33,1,60.93,Medium
2975,tcs,1,33.33,2,66.67,1,70.3,Medium
2978,tcs,1,33.33,2,66.67,1,72.5,Medium
2979,tcs,1,33.33,2,66.67,1,70.5,Medium
2980,tcs,1,33.33,1,33.33,1,60.73,Medium
2982,tcs,1,33.33,2,66.67,1,75.5,High
2984,tcs,2,66.67,2,66.67,1,72.87,Medium
2986,tcs,1,33.33,2,66.67,1,68.9,Medium
2987,tcs,1,33.33,1,33.33,1,60.13,Medium
2989,tcs,1,33.33,3,100.0,1,76.47,High
2990,tcs,1,33.33,2,66.67,1,70.5,Medium
2992,tcs,1,33.33,2,66.67,1,68.1,Medium
2993,tcs,1,33.33,1,33.33,1,60.73,Medium
2996,tcs,1,33.33,2,66.67,1,64.7,Medium
2998,tcs,2,66.67,2,66.67,1,76.07,High
2999,tcs,1,33.33,2,66.67,1,69.5,Medium
3000,tcs,1,33.33,2,66.67,1,72.1,Medium
3001,tcs,1,33.33,2,66.67,1,68.3,Medium
3002,tcs,1,33.33,3,100.0,1,74.07,Medium
3003,tcs,1,33.33,1,33.33,1,60.93,Medium
3004,tcs,1,33.33,1,33.33,1,62.53,Medium
3005,tcs,2,66.67,2,66.67,1,73.27,Medium
3008,tcs,2,66.67,2,66.67,1,74.07,Medium
3009,tcs,1,33.33,1,33.33,1,64.93,Medium
3010,tcs,1,33.33,2,66.67,1,66.1,Medium
3011,tcs,2,66.67,3,100.0,1,81.63,High
3012,tcs,1,33.33,1,33.33,1,63.93,Medium
3016,tcs,1,33.33,2,66.67,1,73.7,Medium
3018,tcs,1,33.33,1,33.33,1,67.93,Medium
3021,tcs,1,33.33,2,66.67,1,73.3,Medium
3022,tcs,1,33.33,2,66.67,1,66.9,Medium
3023,tcs,1,33.33,1,33.33,1,63.13,Medium
3025,tcs,1,33.33,2,66.67,1,68.5,Medium
3026,tcs,1,33.33,1,33.33,1,64.73,Medium
3028,tcs,1,33.33,1,33.33,1,63.33,Medium
3029,tcs,1,33.33,2,66.67,1,70.3,Medium
3030,tcs,1,33.33,1,33.33,1,62.33,Medium
3031,tcs,2,66.67,1,33.33,1,70.9,Medium
3033,tcs,1,33.33,1,33.33,1,65.53,Medium
3037,tcs,1,33.33,2,66.67,1,68.1,Medium
3039,tcs,1,33.33,3,100.0,1,78.27,High
3040,tcs,1,33.33,2,66.67,1,68.7,Medium
3041,tcs,1,33.33,2,66.67,1,74.1,Medium
3042,tcs,1,33.33,1,33.33,1,68.73,Medium
3045,tcs,1,33.33,2,66.67,1,68.1,Medium
3047,tcs,1,33.33,2,66.67,1,68.1,Medium
3048,tcs,1,33.33,2,66.67,1,71.7,Medium
3049,tcs,1,33.33,2,66.67,1,67.5,Medium
3051,tcs,1,33.33,2,66.67,1,65.1,Medium
3052,tcs,1,33.33,2,66.67,1,69.9,Medium
3053,tcs,1,33.33,2,66.67,1,66.5,Medium
3054,tcs,1,33.33,2,66.67,1,67.3,Medium
3055,tcs,1,33.33,1,33.33,1,63.13,Medium
3057,tcs,1,33.33,2,66.67,1,70.3,Medium
3058,tcs,1,33.33,2,66.67,1,64.7,Medium
3060,tcs,1,33.33,2,66.67,1,70.3,Medium
3061,tcs,1,33.33,1,33.33,1,63.73,Medium
3062,tcs,2,66.67,2,66.67,1,72.27,Medium
3063,tcs,1,33.33,2,66.67,1,71.1,Medium
3064,tcs,1,33.33,2,66.67,1,69.5,Medium
3065,tcs,2,66.67,2,66.67,1,70.27,Medium
3068,tcs,1,33.33,2,66.67,1,70.5,Medium
3070,tcs,1,33.33,1,33.33,1,68.33,Medium
3072,tcs,1,33.33,2,66.67,1,67.9,Medium
3075,tcs,1,33.33,1,33.33,1,61.73,Medium
3077,tcs,1,33.33,2,66.67,1,68.9,Medium
3078,tcs,1,33.33,2,66.67,1,67.1,Medium
3080,tcs,1,33.33,2,66.67,1,67.7,Medium
3081,tcs,1,33.33,2,66.67,1,67.5,Medium
3082,tcs,1,33.33,1,33.33,1,60.93,Medium
3083,tcs,2,66.67,2,66.67,1,75.47,High
3086,tcs,1,33.33,2,66.67,1,69.7,Medium
3091,tcs,1,33.33,1,33.33,1,69.73,Medium
3093,tcs,1,33.33,1,33.33,1,62.53,Medium
3094,tcs,1,33.33,3,100.0,1,68.67,Medium
3096,tcs,1,33.33,2,66.67,1,70.7,Medium
3097,tcs,1,33.33,1,33.33,1,65.53,Medium
3099,tcs,1,33.33,1,33.33,1,65.13,Medium
3100,tcs,1,33.33,1,33.33,1,64.13,Medium
3101,tcs,1,33.33,3,100.0,1,75.47,High
3103,tcs,1,33.33,2,66.67,1,71.9,Medium
3104,tcs,2,66.67,2,66.67,1,74.27,Medium
3106,tcs,2,66.67,2,66.67,1,77.27,High
3107,tcs,1,33.33,1,33.33,1,63.13,Medium
3109,tcs,1,33.33,1,33.33,1,68.13,Medium
3112,tcs,1,33.33,1,33.33,1,63.93,Medium
3115,tcs,1,33.33,2,66.67,1,70.9,Medium
3118,tcs,1,33.33,3,100.0,1,70.87,Medium
3119,tcs,1,33.33,1,33.33,1,62.33,Medium
3120,tcs,1,33.33,1,33.33,1,62.53,Medium
3122,tcs,2,66.67,3,100.0,1,77.83,High
3123,tcs,1,33.33,1,33.33,1,69.73,Medium
3124,tcs,1,33.33,2,66.67,1,68.1,Medium
3126,tcs,1,33.33,1,33.33,1,69.13,Medium
3127,tcs,1,33.33,1,33.33,1,63.73,Medium
3129,tcs,1,33.33,1,33.33,1,67.73,Medium
3130,tcs,1,33.33,2,66.67,1,66.5,Medium
3133,tcs,1,33.33,2,66.67,1,66.5,Medium
3134,tcs,1,33.33,1,33.33,1,63.33,Medium
3135,tcs,1,33.33,2,66.67,1,68.1,Medium
3136,tcs,1,33.33,3,100.0,1,70.87,Medium
3138,tcs,1,33.33,2,66.67,1,66.9,Medium
3142,tcs,1,33.33,2,66.67,1,69.9,Medium
3145,tcs,1,33.33,1,33.33,1,66.93,Medium
3146,tcs,1,33.33,3,100.0,1,74.47,Medium
3147,tcs,1,33.33,3,100.0,1,73.27,Medium
3150,tcs,1,33.33,1,33.33,1,62.93,Medium
3151,tcs,1,33.33,2,66.67,1,61.5,Medium
3152,tcs,1,33.33,1,33.33,1,62.53,Medium
3154,tcs,1,33.33,1,33.33,1,66.93,Medium
3155,tcs,1,33.33,2,66.67,1,69.7,Medium
3158,tcs,1,33.33,2,66.67,1,71.3,Medium
3159,tcs,1,33.33,1,33.33,1,61.73,Medium
3160,tcs,1,33.33,1,33.33,1,64.33,Medium
3161,tcs,1,33.33,1,33.33,1,61.93,Medium
3162,tcs,1,33.33,1,33.33,1,66.93,Medium
3166,tcs,1,33.33,2,66.67,1,69.1,Medium
3167,tcs,1,33.33,2,66.67,1,70.9,Medium
3169,tcs,1,33.33,2,66.67,1,70.5,Medium
3171,tcs,1,33.33,2,66.67,1,69.1,Medium
3172,tcs,2,66.67,2,66.67,1,75.87,High
3175,tcs,1,33.33,2,66.67,1,74.5,Medium
3182,tcs,1,33.33,1,33.33,1,68.33,Medium
3183,tcs,2,66.67,2,66.67,1,74.27,Medium
3186,tcs,1,33.33,1,33.33,1,66.73,Medium
3193,tcs,2,66.67,2,66.67,1,70.47,Medium
3194,tcs,1,33.33,1,33.33,1,65.33,Medium
3198,tcs,1,33.33,2,66.67,1,65.5,Medium
3202,tcs,1,33.33,2,66.67,1,67.7,Medium
3203,tcs,2,66.67,1,33.33,1,61.5,Medium
3204,tcs,2,66.67,2,66.67,1,69.67,Medium
3206,tcs,1,33.33,2,66.67,1,70.1,Medium
3207,tcs,1,33.33,2,66.67,1,67.5,Medium
3210,tcs,1,33.33,1,33.33,1,65.53,Medium
3211,tcs,1,33.33,2,66.67,1,63.5,Medium
3212,tcs,1,33.33,1,33.33,1,60.13,Medium
3213,tcs,1,33.33,1,33.33,1,67.73,Medium
3217,tcs,1,33.33,2,66.67,1,69.9,Medium
3219,tcs,1,33.33,2,66.67,1,68.7,Medium
3222,tcs,2,66.67,1,33.33,1,70.9,Medium
3223,tcs,2,66.67,2,66.67,1,73.47,Medium
3225,tcs,2,66.67,1,33.33,1,66.7,Medium
3227,tcs,1,33.33,2,66.67,1,67.9,Medium
3229,tcs,1,33.33,1,33.33,1,68.13,Medium
3231,tcs,1,33.33,2,66.67,1,74.3,Medium
3234,tcs,1,33.33,3,100.0,1,69.67,Medium
3235,tcs,1,33.33,2,66.67,1,69.1,Medium
3236,tcs,1,33.33,1,33.33,1,61.33,Medium
3242,tcs,1,33.33,2,66.67,1,68.1,Medium
3245,tcs,1,33.33,1,33.33,1,64.33,Medium
3246,tcs,1,33.33,2,66.67,1,62.5,Medium
3247,tcs,1,33.33,2,66.67,1,68.3,Medium
3248,tcs,1,33.33,2,66.67,1,71.1,Medium
3250,tcs,1,33.33,2,66.67,1,62.9,Medium
3251,tcs,2,66.67,3,100.0,1,74.43,Medium
3253,tcs,1,33.33,1,33.33,1,61.93,Medium
3254,tcs,1,33.33,2,66.67,1,65.5,Medium
3255,tcs,1,33.33,1,33.33,1,62.73,Medium
3256,tcs,1,33.33,1,33.33,1,69.53,Medium
3258,tcs,1,33.33,2,66.67,1,65.9,Medium
3259,tcs,1,33.33,2,66.67,1,62.7,Medium
3263,tcs,1,33.33,1,33.33,1,62.53,Medium
3264,tcs,1,33.33,2,66.67,1,74.5,Medium
3266,tcs,1,33.33,2,66.67,1,69.3,Medium
3268,tcs,2,66.67,3,100.0,1,77.03,High
3271,tcs,2,66.67,2,66.67,1,69.27,Medium
3274,tcs,1,33.33,2,66.67,1,65.3,Medium
3275,tcs,1,33.33,1,33.33,1,69.53,Medium
3276,tcs,1,33.33,2,66.67,1,71.9,Medium
3278,tcs,1,33.33,2,66.67,1,70.9,Medium
3279,tcs,1,33.33,2,66.67,1,67.3,Medium
3280,tcs,1,33.33,2,66.67,1,66.5,Medium
3282,tcs,2,66.67,1,33.33,1,70.3,Medium
3285,tcs,1,33.33,1,33.33,1,68.93,Medium
3288,tcs,1,33.33,2,66.67,1,69.1,Medium
3289,tcs,1,33.33,1,33.33,1,62.73,Medium
3293,tcs,1,33.33,1,33.33,1,68.93,Medium
3295,tcs,1,33.33,1,33.33,1,68.33,Medium
3296,tcs,1,33.33,1,33.33,1,64.13,Medium
3297,tcs,1,33.33,2,66.67,1,71.1,Medium
3299,tcs,1,33.33,2,66.67,1,72.5,Medium
3300,tcs,1,33.33,1,33.33,1,63.53,Medium
3303,tcs,1,33.33,2,66.67,1,63.1,Medium
3305,tcs,3,100.0,2,66.67,1,78.63,High
3307,tcs,2,66.67,2,66.67,1,66.87,Medium
3308,tcs,1,33.33,2,66.67,1,72.3,Medium
3309,tcs,1,33.33,1,33.33,1,67.53,Medium
3310,tcs,2,66.67,2,66.67,1,71.87,Medium
3313,tcs,1,33.33,1,33.33,1,67.33,Medium
3314,tcs,2,66.67,2,66.67,1,69.27,Medium
3315,tcs,1,33.33,2,66.67,1,73.1,Medium
3316,tcs,1,33.33,1,33.33,1,65.33,Medium
3317,tcs,1,33.33,2,66.67,1,67.9,Medium
3318,tcs,1,33.33,1,33.33,1,60.53,Medium
3319,tcs,2,66.67,3,100.0,1,82.83,High
3321,tcs,1,33.33,1,33.33,1,60.53,Medium
3323,tcs,1,33.33,1,33.33,1,69.73,Medium
3324,tcs,1,33.33,3,100.0,1,76.27,High
3326,tcs,1,33.33,2,66.67,1,66.9,Medium
3330,tcs,1,33.33,2,66.67,1,66.3,Medium
3332,tcs,1,33.33,1,33.33,1,64.93,Medium
3333,tcs,1,33.33,1,33.33,1,65.73,Medium
3334,tcs,1,33.33,2,66.67,1,69.3,Medium
3338,tcs,2,66.67,2,66.67,1,74.67,Medium
3339,tcs,2,66.67,2,66.67,1,68.67,Medium
3340,tcs,1,33.33,1,33.33,1,64.33,Medium
3341,tcs,1,33.33,3,100.0,1,75.87,High
3342,tcs,1,33.33,1,33.33,1,63.13,Medium
3343,tcs,1,33.33,2,66.67,1,70.9,Medium
3344,tcs,1,33.33,2,66.67,1,67.9,Medium
3345,tcs,1,33.33,2,66.67,1,71.9,Medium
3346,tcs,1,33.33,2,66.67,1,69.1,Medium
3347,tcs,2,66.67,2,66.67,1,75.47,High
3348,tcs,1,33.33,2,66.67,1,66.9,Medium
3349,tcs,1,33.33,1,33.33,1,65.73,Medium
3350,tcs,1,33.33,1,33.33,1,67.73,Medium
3351,tcs,2,66.67,2,66.67,1,75.67,High
3353,tcs,1,33.33,1,33.33,1,64.73,Medium
3354,tcs,1,33.33,2,66.67,1,65.9,Medium
3355,tcs,1,33.33,3,100.0,1,65.67,Medium
3356,tcs,1,33.33,2,66.67,1,68.7,Medium
3357,tcs,1,33.33,2,66.67,1,69.3,Medium
3358,tcs,1,33.33,2,66.67,1,63.9,Medium
3361,tcs,1,33.33,1,33.33,1,63.33,Medium
3363,tcs,1,33.33,2,66.67,1,67.9,Medium
3364,tcs,1,33.33,1,33.33,1,61.33,Medium
3365,tcs,1,33.33,3,100.0,1,74.87,Medium
3366,tcs,1,33.33,2,66.67,1,64.7,Medium
3367,tcs,1,33.33,2,66.67,1,68.5,Medium
3368,tcs,1,33.33,2,66.67,1,72.3,Medium
3369,tcs,1,33.33,1,33.33,1,67.33,Medium
3374,tcs,1,33.33,1,33.33,1,64.73,Medium
3375,tcs,1,33.33,2,66.67,1,70.3,Medium
3376,tcs,1,33.33,2,66.67,1,70.9,Medium
3377,tcs,1,33.33,1,33.33,1,64.13,Medium
3381,tcs,1,33.33,1,33.33,1,68.13,Medium
3382,tcs,1,33.33,3,100.0,1,70.47,Medium
3386,tcs,1,33.33,2,66.67,1,68.5,Medium
3389,tcs,1,33.33,1,33.33,1,61.13,Medium
3393,tcs,1,33.33,1,33.33,1,61.73,Medium
3394,tcs,1,33.33,2,66.67,1,67.5,Medium
3395,tcs,1,33.33,2,66.67,1,76.5,High
3396,tcs,1,33.33,2,66.67,1,66.3,Medium
3397,tcs,1,33.33,1,33.33,1,62.53,Medium
3399,tcs,1,33.33,1,33.33,1,66.33,Medium
3402,tcs,1,33.33,1,33.33,1,64.93,Medium
3405,tcs,2,66.67,2,66.67,1,73.27,Medium
3408,tcs,1,33.33,2,66.67,1,68.9,Medium
3411,tcs,1,33.33,2,66.67,1,67.7,Medium
3413,tcs,1,33.33,1,33.33,1,68.73,Medium
3415,tcs,1,33.33,2,66.67,1,67.1,Medium
3416,tcs,2,66.67,2,66.67,1,70.67,Medium
3417,tcs,2,66.67,3,100.0,1,79.23,High
3419,tcs,1,33.33,1,33.33,1,67.13,Medium
3420,tcs,1,33.33,2,66.67,1,68.7,Medium
3421,tcs,1,33.33,2,66.67,1,68.7,Medium
3422,tcs,1,33.33,2,66.67,1,72.3,Medium
3423,tcs,1,33.33,2,66.67,1,70.5,Medium
3424,tcs,1,33.33,1,33.33,1,63.53,Medium
3425,tcs,2,66.67,2,66.67,1,73.07,Medium
3429,tcs,1,33.33,2,66.67,1,66.7,Medium
3431,tcs,1,33.33,1,33.33,1,61.93,Medium
3432,tcs,1,33.33,2,66.67,1,68.3,Medium
3433,tcs,1,33.33,1,33.33,1,61.73,Medium
3435,tcs,1,33.33,1,33.33,1,60.13,Medium
3439,tcs,1,33.33,1,33.33,1,65.73,Medium
3441,tcs,1,33.33,2,66.67,1,67.9,Medium
3443,tcs,2,66.67,1,33.33,1,67.7,Medium
3444,tcs,1,33.33,1,33.33,1,67.13,Medium
3445,tcs,1,33.33,2,66.67,1,70.7,Medium
3446,tcs,2,66.67,1,33.33,1,72.1,Medium
3448,tcs,2,66.67,2,66.67,1,71.27,Medium
3451,tcs,1,33.33,2,66.67,1,70.7,Medium
3452,tcs,1,33.33,2,66.67,1,66.1,Medium
3454,tcs,1,33.33,2,66.67,1,68.5,Medium
3455,tcs,1,33.33,3,100.0,1,71.07,Medium
3456,tcs,1,33.33,2,66.67,1,75.1,High
3457,tcs,2,66.67,1,33.33,1,69.7,Medium
3461,tcs,1,33.33,1,33.33,1,63.33,Medium
3462,tcs,1,33.33,1,33.33,1,68.93,Medium
3464,tcs,2,66.67,1,33.33,1,67.9,Medium
3465,tcs,1,33.33,1,33.33,1,63.33,Medium
3468,tcs,1,33.33,2,66.67,1,66.9,Medium
3470,tcs,1,33.33,1,33.33,1,63.53,Medium
3471,tcs,1,33.33,1,33.33,1,60.13,Medium
3472,tcs,2,66.67,2,66.67,1,70.87,Medium
3473,tcs,2,66.67,2,66.67,1,73.67,Medium
3476,tcs,1,33.33,2,66.67,1,68.5,Medium
3477,tcs,2,66.67,1,33.33,1,66.5,Medium
3478,tcs,1,33.33,1,33.33,1,64.73,Medium
3479,tcs,1,33.33,2,66.67,1,74.3,Medium
3481,tcs,1,33.33,1,33.33,1,62.93,Medium
3482,tcs,1,33.33,1,33.33,1,67.73,Medium
3483,tcs,1,33.33,2,66.67,1,69.3,Medium
3484,tcs,1,33.33,1,33.33,1,62.53,Medium
3487,tcs,1,33.33,1,33.33,1,72.53,Medium
3488,tcs,2,66.67,2,66.67,1,75.07,High
3491,tcs,2,66.67,2,66.67,1,78.27,High
3493,tcs,1,33.33,2,66.67,1,72.5,Medium
3494,tcs,1,33.33,2,66.67,1,71.9,Medium
3496,tcs,1,33.33,2,66.67,1,69.9,Medium
3497,tcs,1,33.33,2,66.67,1,69.5,Medium
3500,tcs,1,33.33,2,66.67,1,63.7,Medium
3502,tcs,1,33.33,2,66.67,1,72.5,Medium
3503,tcs,2,66.67,2,66.67,1,77.27,High
3505,tcs,2,66.67,2,66.67,1,69.47,Medium
3506,tcs,1,33.33,1,33.33,1,60.13,Medium
3507,tcs,1,33.33,3,100.0,1,72.87,Medium
3508,tcs,1,33.33,1,33.33,1,66.93,Medium
3509,tcs,1,33.33,1,33.33,1,65.93,Medium
3511,tcs,1,33.33,2,66.67,1,72.3,Medium
3513,tcs,1,33.33,1,33.33,1,62.13,Medium
3518,tcs,1,33.33,3,100.0,1,72.67,Medium
3520,tcs,2,66.67,1,33.33,1,75.1,High
3521,tcs,1,33.33,3,100.0,1,71.27,Medium
3524,tcs,1,33.33,1,33.33,1,66.93,Medium
3525,tcs,2,66.67,1,33.33,1,70.7,Medium
3526,tcs,2,66.67,1,33.33,1,74.9,Medium
3527,tcs,2,66.67,1,33.33,1,70.3,Medium
3528,tcs,1,33.33,2,66.67,1,70.7,Medium
3529,tcs,1,33.33,2,66.67,1,71.1,Medium
3532,tcs,1,33.33,2,66.67,1,67.1,Medium
3535,tcs,2,66.67,2,66.67,1,74.27,Medium
3536,tcs,2,66.67,2,66.67,1,77.07,High
3541,tcs,2,66.67,2,66.67,1,70.47,Medium
3542,tcs,1,33.33,2,66.67,1,70.1,Medium
3544,tcs,1,33.33,1,33.33,1,68.73,Medium
3545,tcs,1,33.33,2,66.67,1,69.7,Medium
3546,tcs,1,33.33,1,33.33,1,62.73,Medium
3548,tcs,1,33.33,2,66.67,1,65.3,Medium
3549,tcs,1,33.33,2,66.67,1,71.1,Medium
3552,tcs,1,33.33,2,66.67,1,75.5,High
3553,tcs,1,33.33,3,100.0,1,75.67,High
3555,tcs,1,33.33,3,100.0,1,69.07,Medium
3560,tcs,1,33.33,2,66.67,1,68.1,Medium
3562,tcs,1,33.33,2,66.67,1,67.7,Medium
3563,tcs,1,33.33,2,66.67,1,70.7,Medium
3565,tcs,1,33.33,2,66.67,1,64.1,Medium
3566,tcs,1,33.33,1,33.33,1,66.33,Medium
3569,tcs,1,33.33,2,66.67,1,69.5,Medium
3570,tcs,1,33.33,1,33.33,1,61.93,Medium
3575,tcs,1,33.33,1,33.33,1,61.13,Medium
3576,tcs,1,33.33,2,66.67,1,69.7,Medium
3577,tcs,1,33.33,2,66.67,1,68.5,Medium
3579,tcs,1,33.33,1,33.33,1,64.33,Medium
3581,tcs,1,33.33,1,33.33,1,67.73,Medium
3585,tcs,2,66.67,1,33.33,1,65.1,Medium
3586,tcs,1,33.33,1,33.33,1,71.33,Medium
3587,tcs,1,33.33,1,33.33,1,61.73,Medium
3588,tcs,1,33.33,2,66.67,1,61.7,Medium
3589,tcs,1,33.33,2,66.67,1,64.3,Medium
3590,tcs,1,33.33,2,66.67,1,67.7,Medium
3593,tcs,1,33.33,2,66.67,1,70.9,Medium
3594,tcs,1,33.33,2,66.67,1,73.3,Medium
3596,tcs,1,33.33,2,66.67,1,71.3,Medium
3598,tcs,2,66.67,1,33.33,1,66.3,Medium
3601,tcs,1,33.33,1,33.33,1,66.33,Medium
3602,tcs,1,33.33,3,100.0,1,71.67,Medium
3603,tcs,1,33.33,1,33.33,1,68.93,Medium
3604,tcs,1,33.33,2,66.67,1,71.7,Medium
3605,tcs,1,33.33,2,66.67,1,69.7,Medium
3606,tcs,1,33.33,2,66.67,1,66.3,Medium
3607,tcs,1,33.33,1,33.33,1,61.73,Medium
3608,tcs,2,66.67,1,33.33,1,73.3,Medium
3610,tcs,1,33.33,2,66.67,1,71.3,Medium
3611,tcs,1,33.33,1,33.33,1,64.13,Medium
3613,tcs,1,33.33,2,66.67,1,63.5,Medium
3615,tcs,1,33.33,1,33.33,1,67.33,Medium
3616,tcs,1,33.33,1,33.33,1,65.93,Medium
3618,tcs,1,33.33,1,33.33,1,66.73,Medium
3619,tcs,1,33.33,1,33.33,1,65.93,Medium
3624,tcs,1,33.33,1,33.33,1,65.33,Medium
3625,tcs,1,33.33,2,66.67,1,65.5,Medium
3628,tcs,1,33.33,1,33.33,1,67.73,Medium
3630,tcs,1,33.33,2,66.67,1,72.7,Medium
3635,tcs,1,33.33,2,66.67,1,70.5,Medium
3636,tcs,1,33.33,2,66.67,1,70.1,Medium
3641,tcs,1,33.33,2,66.67,1,75.1,High
3642,tcs,1,33.33,1,33.33,1,66.53,Medium
3643,tcs,2,66.67,1,33.33,1,72.5,Medium
3644,tcs,1,33.33,1,33.33,1,61.13,Medium
3645,tcs,1,33.33,1,33.33,1,63.93,Medium
3646,tcs,2,66.67,2,66.67,1,75.47,High
3648,tcs,2,66.67,2,66.67,1,67.07,Medium
3654,tcs,1,33.33,2,66.67,1,68.1,Medium
3656,tcs,1,33.33,3,100.0,1,71.27,Medium
3657,tcs,1,33.33,1,33.33,1,62.93,Medium
3659,tcs,1,33.33,2,66.67,1,68.3,Medium
3660,tcs,1,33.33,2,66.67,1,70.7,Medium
3661,tcs,1,33.33,1,33.33,1,61.73,Medium
3662,tcs,1,33.33,2,66.67,1,66.7,Medium
3665,tcs,1,33.33,3,100.0,1,70.27,Medium
3666,tcs,2,66.67,2,66.67,1,73.47,Medium
3668,tcs,1,33.33,1,33.33,1,63.93,Medium
3669,tcs,2,66.67,2,66.67,1,70.67,Medium
3670,tcs,1,33.33,1,33.33,1,62.73,Medium
3672,tcs,1,33.33,1,33.33,1,63.13,Medium
3674,tcs,2,66.67,1,33.33,1,68.1,Medium
3675,tcs,1,33.33,1,33.33,1,67.13,Medium
3679,tcs,2,66.67,2,66.67,1,75.27,High
3680,tcs,2,66.67,1,33.33,1,71.5,Medium
3682,tcs,1,33.33,1,33.33,1,66.53,Medium
3683,tcs,1,33.33,1,33.33,1,60.93,Medium
3684,tcs,1,33.33,1,33.33,1,66.53,Medium
3689,tcs,1,33.33,2,66.67,1,66.3,Medium
3692,tcs,1,33.33,2,66.67,1,66.9,Medium
3693,tcs,1,33.33,1,33.33,1,64.93,Medium
3694,tcs,2,66.67,2,66.67,1,71.47,Medium
3695,tcs,1,33.33,2,66.67,1,69.5,Medium
3698,tcs,1,33.33,2,66.67,1,69.9,Medium
3702,tcs,1,33.33,2,66.67,1,64.7,Medium
3706,tcs,1,33.33,2,66.67,1,64.7,Medium
3709,tcs,1,33.33,2,66.67,1,64.9,Medium
3710,tcs,1,33.33,2,66.67,1,73.5,Medium
3712,tcs,1,33.33,1,33.33,1,69.53,Medium
3713,tcs,1,33.33,2,66.67,1,65.7,Medium
3714,tcs,1,33.33,2,66.67,1,67.5,Medium
3717,tcs,1,33.33,2,66.67,1,75.1,High
3719,tcs,1,33.33,1,33.33,1,62.93,Medium
3720,tcs,1,33.33,2,66.67,1,68.3,Medium
3721,tcs,1,33.33,1,33.33,1,69.73,Medium
3726,tcs,1,33.33,2,66.67,1,67.3,Medium
3728,tcs,3,100.0,1,33.33,1,73.07,Medium
3730,tcs,1,33.33,1,33.33,1,65.93,Medium
3731,tcs,1,33.33,2,66.67,1,66.3,Medium
3732,tcs,2,66.67,2,66.67,1,73.47,Medium
3733,tcs,1,33.33,1,33.33,1,64.53,Medium
3735,tcs,2,66.67,1,33.33,1,70.9,Medium
3737,tcs,1,33.33,2,66.67,1,70.7,Medium
3739,tcs,2,66.67,2,66.67,1,67.67,Medium
3740,tcs,1,33.33,1,33.33,1,60.73,Medium
3741,tcs,1,33.33,2,66.67,1,74.1,Medium
3742,tcs,1,33.33,2,66.67,1,71.1,Medium
3743,tcs,2,66.67,2,66.67,1,69.67,Medium
3746,tcs,1,33.33,2,66.67,1,60.7,Medium
3748,tcs,1,33.33,2,66.67,1,68.5,Medium
3749,tcs,1,33.33,1,33.33,1,65.33,Medium
